level_0,index,mep_id,last_name,first_name_y,gender,country,term_number,year,group,position,section,description,ep_president,ep_vp,ep_quaestor
1691,90233,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1692,90234,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
1699,90241,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Budgetary Control,0,0,0
1700,90242,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Budgetary Control,0,0,0
1717,90259,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1718,90260,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1723,90265,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation for relations with Japan,0,0,0
1724,90266,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Vice Chair,Delegation for relations with Japan,0,0,0
1735,90277,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the Korean Peninsula,0,0,0
1736,90278,97014,KADENBACH-RAZBORCAN,Karin,woman,Austria,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation for relations with the Korean Peninsula,0,0,0
1746,91706,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1747,91707,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1758,91718,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1759,91719,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
1780,91740,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Committee on Transport and Tourism,0,0,0
1781,91741,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Committee on Transport and Tourism,0,0,0
1792,91752,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Delegation for relations with the countries of South Asia,0,0,0
1793,91753,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Delegation for relations with the countries of South Asia,0,0,0
1798,91758,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Delegation for relations with the People's Republic of China,0,0,0
1799,91759,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Substitute,Delegation for relations with the People's Republic of China,0,0,0
1808,91768,23699,KONECNA,Katerina,woman,Czechia,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Member,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
1809,91769,23699,KONECNA,Katerina,woman,Czechia,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Treasurer,Member,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
1842,91882,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1843,91883,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1850,91890,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Substitute,Committee on Development,0,0,0
1851,91891,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Substitute,Committee on Development,0,0,0
1862,91902,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,"Committee on Industry, Research and Energy",0,0,0
1863,91903,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,"Committee on Industry, Research and Energy",0,0,0
1892,91932,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,Conference of Committee Chairs,0,0,0
1893,91933,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,Conference of Committee Chairs,0,0,0
1898,91938,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,Delegation for relations with Canada,0,0,0
1899,91939,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Member,Delegation for relations with Canada,0,0,0
1917,91957,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Substitute,Delegation for relations with the Arab Peninsula,0,0,0
1918,91958,5729,VAN BREMPT,Kathleen,woman,Belgium,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Chair,Substitute,Delegation for relations with the Arab Peninsula,0,0,0
1954,94019,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1955,94020,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
1960,94025,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Employment and Social Affairs,0,0,0
1961,94026,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Substitute,Committee on Employment and Social Affairs,0,0,0
1968,94033,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Committee on Legal Affairs,0,0,0
1969,94034,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Substitute,Committee on Legal Affairs,0,0,0
1997,94062,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Member,Committee on Transport and Tourism,0,0,0
1998,94063,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Member,Committee on Transport and Tourism,0,0,0
2021,94086,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
2027,94092,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Member,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2028,94093,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Member,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2039,94104,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Delegation to the EU-Mexico Joint Parliamentary Committee,0,0,0
2040,94105,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Substitute,Delegation to the EU-Mexico Joint Parliamentary Committee,0,0,0
2046,94111,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Substitute,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2047,94112,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Substitute,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2054,94119,124884,ZLOTOWSKI,Kosma,man,Poland,8,2016.0,European Conservatives and Reformists Group,Member,Member,Delegation to the Euronest Parliamentary Assembly,0,0,0
2055,94120,124884,ZLOTOWSKI,Kosma,man,Poland,8,2017.0,European Conservatives and Reformists Group,co treasurer,Member,Delegation to the Euronest Parliamentary Assembly,0,0,0
2074,94320,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2075,94321,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2084,94330,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Economic and Monetary Affairs,0,0,0
2085,94331,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Economic and Monetary Affairs,0,0,0
2096,94342,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on Industry, Research and Energy",0,0,0
2097,94343,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on Industry, Research and Energy",0,0,0
2108,94354,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the United States,0,0,0
2109,94355,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the United States,0,0,0
2114,94360,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2115,94361,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Delegation to the EU-Armenia Parliamentary Partnership Committee, EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",0,0,0
2132,94378,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
2133,94379,96901,KARINS,Krisjanis,man,Latvia,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Euronest Parliamentary Assembly,0,0,0
2140,94386,96901,KARINS,Krisjanis,man,Latvia,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),0,0,0
2144,105463,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2145,105464,124830,PRETZELL,Marcus,man,Germany,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2146,105465,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
2147,105466,124830,PRETZELL,Marcus,man,Germany,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,"Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",0,0,0
2150,105469,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,Committee on Constitutional Affairs,0,0,0
2151,105470,124830,PRETZELL,Marcus,man,Germany,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Committee on Economic and Monetary Affairs,0,0,0
2156,105475,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2159,105478,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
2160,105479,124830,PRETZELL,Marcus,man,Germany,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee on the Internal Market and Consumer Protection,0,0,0
2165,105484,124830,PRETZELL,Marcus,man,Germany,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the Arab Peninsula,0,0,0
2166,105485,124830,PRETZELL,Marcus,man,Germany,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the Arab Peninsula,0,0,0
2171,108370,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2172,108371,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2181,108380,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,Committee on Budgetary Control,0,0,0
2182,108381,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,Committee on Budgetary Control,0,0,0
2209,108408,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,"Committee on Industry, Research and Energy",0,0,0
2210,108409,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,"Committee on Industry, Research and Energy",0,0,0
2235,108434,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Committee on Transport and Tourism,0,0,0
2236,108435,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Committee on Transport and Tourism,0,0,0
2262,108461,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
2263,108462,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
2283,108482,33982,MARINESCU,Marian-Jean,man,Romania,8,2016.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Delegation to the EU-Serbia Stabilisation and Association Parliamentary Committee,0,0,0
2284,108483,33982,MARINESCU,Marian-Jean,man,Romania,8,2017.0,Group of the European People's Party (Christian Democrats),Vice Chair,Member,Delegation to the EU-Serbia Stabilisation and Association Parliamentary Committee,0,0,0
2304,111611,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2305,111612,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Vice Chair,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2310,111617,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Committee on Foreign Affairs,0,0,0
2311,111618,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Committee on Foreign Affairs,0,0,0
2316,111623,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
2317,111624,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2320,111627,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Substitute,Committee on Transport and Tourism,0,0,0
2325,111632,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Substitute,Delegation for relations with Australia and New Zealand,0,0,0
2326,111633,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Substitute,Delegation for relations with Australia and New Zealand,0,0,0
2335,111642,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
2336,111643,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Delegation to the EU-Ukraine Parliamentary Association Committee,0,0,0
2341,111648,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Delegation to the Euronest Parliamentary Assembly,0,0,0
2342,111649,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Delegation to the Euronest Parliamentary Assembly,0,0,0
2352,111659,117477,DEMESMAEKER,Mark,man,Belgium,8,2016.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Subcommittee on Human Rights,0,0,0
2353,111660,117477,DEMESMAEKER,Mark,man,Belgium,8,2017.0,European Conservatives and Reformists Group,Member of the Bureau,Member,Subcommittee on Human Rights,0,0,0
2354,113877,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2355,113878,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2364,113887,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,"Committee on Industry, Research and Energy",0,0,0
2365,113888,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,"Committee on Industry, Research and Energy",0,0,0
2389,113912,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Transport and Tourism,0,0,0
2390,113913,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Transport and Tourism,0,0,0
2401,113924,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
2402,113925,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with India,0,0,0
2415,113938,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the Mashreq countries,0,0,0
2416,113939,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation for relations with the Mashreq countries,0,0,0
2427,113950,125670,SALINI,Massimiliano,man,Italy,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
2428,113951,125670,SALINI,Massimiliano,man,Italy,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
2438,114094,124849,PAOLUCCI,Massimo,man,Italy,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2439,114095,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2440,114096,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Agriculture and Rural Development,0,0,0
2445,114101,124849,PAOLUCCI,Massimo,man,Italy,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2446,114102,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2451,114107,124849,PAOLUCCI,Massimo,man,Italy,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
2452,114108,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Committee on Transport and Tourism,0,0,0
2455,114111,124849,PAOLUCCI,Massimo,man,Italy,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the People's Republic of China,0,0,0
2456,114112,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Delegation for relations with the People's Republic of China,0,0,0
2461,114117,124849,PAOLUCCI,Massimo,man,Italy,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
2462,114118,124849,PAOLUCCI,Massimo,man,Italy,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Substitute,Delegation to the ACP-EU Joint Parliamentary Assembly,0,0,0
2466,115595,124736,KYLLONEN,Merja,woman,Finland,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2467,115596,124736,KYLLONEN,Merja,woman,Finland,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2474,115603,124736,KYLLONEN,Merja,woman,Finland,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
2475,115604,124736,KYLLONEN,Merja,woman,Finland,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Substitute,"Committee on the Environment, Public Health and Food Safety",0,0,0
2480,115609,124736,KYLLONEN,Merja,woman,Finland,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Committee on Transport and Tourism,0,0,0
2481,115610,124736,KYLLONEN,Merja,woman,Finland,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Committee on Transport and Tourism,0,0,0
2490,115619,124736,KYLLONEN,Merja,woman,Finland,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Substitute,Delegation for relations with Japan,0,0,0
2491,115620,124736,KYLLONEN,Merja,woman,Finland,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Substitute,Delegation for relations with Japan,0,0,0
2500,115629,124736,KYLLONEN,Merja,woman,Finland,8,2016.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
2501,115630,124736,KYLLONEN,Merja,woman,Finland,8,2017.0,Confederal Group of the European United Left Nordic Green Left,Member of the Bureau,Member,Delegation to the EU-Russia Parliamentary Cooperation Committee,0,0,0
2506,119294,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2509,119297,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Committee on Development,0,0,0
2514,119302,124750,D'ORNANO,Mireille,woman,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2515,119303,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,"Committee on the Environment, Public Health and Food Safety",0,0,0
2521,119309,124750,D'ORNANO,Mireille,woman,France,8,2016.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with India,0,0,0
2522,119310,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with India,0,0,0
2523,119311,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with Mercosur,0,0,0
2528,119316,124750,D'ORNANO,Mireille,woman,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the countries of Central America,0,0,0
2529,119317,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation for relations with the countries of Central America,0,0,0
2532,119320,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Substitute,Delegation for relations with the countries of Southeast Asia and the Association of Southeast Asian Nations (ASEAN),0,0,0
2537,119325,124750,D'ORNANO,Mireille,woman,France,8,2016.0,Europe of Nations and Freedom Group,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2538,119326,124750,D'ORNANO,Mireille,woman,France,8,2017.0,Europe of Nations and Freedom Group,Member,Member,Delegation to the Euro-Latin American Parliamentary Assembly,0,0,0
2542,119330,124970,DALLI,Miriam,woman,Malta,8,2016.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
2543,119331,124970,DALLI,Miriam,woman,Malta,8,2017.0,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
